股票代码,股票名称,综合诊断评分,打败百分比(%),投资评级,短期趋势,中期趋势,长期趋势,技术面评分,资金面评分,消息面评分,行业面评分,基本面评分
002028,思源电气,5.3,60,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,下跌有所减缓，仍应保持谨慎。,已有160家主力机构披露2026-06-30报告期持股数据，持仓量总计2.32亿股，占流通A股38.03%,5.7,3.3,5.5,3.5,7.1
002422,科伦药业,5.3,60,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,上涨趋势有所减缓，可适量高抛低吸。,已有169家主力机构披露2026-06-30报告期持股数据，持仓量总计2.57亿股，占流通A股19.68%,6.0,2.2,5.5,6.6,6.5
002648,卫星化学,5.3,60,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,有加速下跌的趋势。,已有54家主力机构披露2026-06-30报告期持股数据，持仓量总计15.44亿股，占流通A股45.87%,4.2,2.9,6,6.5,7.7
002736,国信证券,5.3,61,中性,该股进入多头行情中，股价短线上涨概率较大。,已发现中线卖出信号。,已有17家主力机构披露2026-06-30报告期持股数据，持仓量总计80.25亿股，占流通A股83.48%,5.1,6.8,5.9,3.5,4.7
300059,东方财富,5.3,61,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有248家主力机构披露2026-06-30报告期持股数据，持仓量总计17.97亿股，占流通A股13.42%,4.3,4.1,5.7,7.0,6.4
301269,华大九天,5.3,62,中性,该股进入多头行情中，股价短线上涨概率较大。,有加速上涨趋势。,已有13家主力机构披露2026-06-30报告期持股数据，持仓量总计2842.05万股，占流通A股5.21%,7.2,4.7,5.5,0.0,5.3
600023,浙能电力,5.3,62,中性,该股进入多头行情中，股价短线上涨概率较大。,已发现中线买入信号。,已有13家主力机构披露2026-06-30报告期持股数据，持仓量总计1.70亿股，占流通A股1.27%,7.1,6.9,2.5,1.8,5.0
600031,三一重工,5.3,62,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有182家主力机构披露2026-06-30报告期持股数据，持仓量总计2.25亿股，占流通A股2.66%,5.6,3.5,5.5,3.5,7.1
600809,山西汾酒,5.3,62,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有99家主力机构披露2026-06-30报告期持股数据，持仓量总计1.10亿股，占流通A股9.04%,4.4,4.7,5.5,3.5,7.5
600905,三峡能源,5.3,62,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,下跌有所减缓，仍应保持谨慎。,已有57家主力机构披露2026-06-30报告期持股数据，持仓量总计6.73亿股，占流通A股2.35%,6.1,6.3,5.1,1.8,5.2
601816,京沪高铁,5.3,63,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有61家主力机构披露2026-06-30报告期持股数据，持仓量总计1.93亿股，占流通A股0.39%,4.3,5.8,5.5,4.0,6.4
601995,中金公司（601995）,5.3,63,中性,该股进入多头行情中，股价短线上涨概率较大。,已发现中线卖出信号。,已有59家主力机构披露2026-06-30报告期持股数据，持仓量总计9495.86万股，占流通A股3.25%,3.6,5.9,6.2,3.7,7.0
603986,兆易创新（603986）,5.3,63,中性,前期的强势行情已经结束，投资者及时卖出股票为为宜。,回落整理中且下跌有加速趋势。,已有1355家主力机构披露2026-06-30报告期持股数据，持仓量总计1.56亿股，占流通A股23.28%,4.2,5.7,5.8,1.6,7.6
688111,金山办公（688111）,5.3,63,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有99家主力机构披露2026-06-30报告期持股数据，持仓量总计2.93亿股，占流通A股63.25%,4.2,5.5,7.1,0.0,7.7
688256,寒武纪（688256）,5.3,63,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,长期看好，有良好的投资价值。,3.2,8.1,5.5,1.6,6.8
000100,TCL科技,5.2,54,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有242家主力机构披露2026-06-30报告期持股数据，持仓量总计11.22亿股，占流通A股5.86%,3.4,2.4,8.4,6.8,7.1
000963,华东医药,5.2,54,中性,短期行情可能回暖，可适量买进股票，作短线反弹行情。,上涨趋势有所减缓，可适量高抛低吸。,已有20家主力机构披露2026-06-30报告期持股数据，持仓量总计3578.54万股，占流通A股2.04%,5.1,2.7,5.5,6.6,6.4
000975,山金国际,5.2,54,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,正处于反弹阶段。,已有69家主力机构披露2026-06-30报告期持股数据，持仓量总计11.26亿股，占流通A股44.64%,6.1,3.8,6.6,2.5,5.6
001280,中国铀业,5.2,55,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,有加速下跌的趋势。,已有3家主力机构披露2026-06-30报告期持股数据，持仓量总计51.60万股，占流通A股0.33%,5.0,6.8,5.7,2.8,4.7
002463,沪电股份,5.2,55,中性,该股进入多头行情中，股价短线上涨概率较大。,回落整理中且下跌有加速趋势。,已有451家主力机构披露2026-06-30报告期持股数据，持仓量总计10.31亿股，占流通A股53.63%,5.0,2.7,6.3,3.5,7.5
002602,世纪华通,5.2,55,中性,前期的强势行情已经结束，投资者及时卖出股票为为宜。,正处于反弹阶段。,已有101家主力机构披露2026-06-30报告期持股数据，持仓量总计2.96亿股，占流通A股4.35%,5.4,2.8,5.2,3.5,7.4
300122,智飞生物,5.2,56,中性,股价的强势特征已经确立，短线可能回调。,正处于反弹阶段。,已有8家主力机构披露2026-06-30报告期持股数据，持仓量总计342.65万股，占流通A股0.24%,7.0,1.8,4.4,7.2,5.6
600362,江西铜业,5.2,57,中性,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有58家主力机构披露2026-06-30报告期持股数据，持仓量总计1.22亿股，占流通A股5.86%,5.2,2.4,5.9,7.7,6.1
600515,海南机场,5.2,57,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有10家主力机构披露2026-06-30报告期持股数据，持仓量总计48.86亿股，占流通A股53.25%,4.0,5.5,5.7,6.1,5.6
600600,青岛啤酒,5.2,58,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有17家主力机构披露2026-06-30报告期持股数据，持仓量总计2152.63万股，占流通A股3.04%,4.3,4.2,5.5,5.9,6.8
601877,正泰电器（601877）,5.2,58,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,已发现中线卖出信号。,已有58家主力机构披露2026-06-30报告期持股数据，持仓量总计13.34亿股，占流通A股62.08%,3.9,5.0,6.5,3.5,6.7
601881,中国银河（601881）,5.2,58,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,上涨趋势有所减缓，可适量高抛低吸。,已有16家主力机构披露2026-06-30报告期持股数据，持仓量总计1555.96万股，占流通A股0.21%,6.2,4.5,5.2,3.7,5.1
603259,药明康德（603259）,5.2,58,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,已发现中线卖出信号。,已有797家主力机构披露2026-06-30报告期持股数据，持仓量总计10.93亿股，占流通A股44.20%,4.5,5.3,6.2,1.8,6.7
603893,瑞芯微（603893）,5.2,58,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速上涨趋势。,已有30家主力机构披露2026-06-30报告期持股数据，持仓量总计5325.71万股，占流通A股12.59%,5.0,3.9,6.6,1.6,6.9
688008,澜起科技（688008）,5.2,59,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有716家主力机构披露2026-06-30报告期持股数据，持仓量总计1.78亿股，占流通A股15.49%,4.0,5.5,8.4,1.6,5.9
000625,长安汽车,5.1,49,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有14家主力机构披露2026-06-30报告期持股数据，持仓量总计2076.50万股，占流通A股0.25%,5.4,4.3,4.8,6.3,4.9
002600,领益智造,5.1,50,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有33家主力机构披露2026-06-30报告期持股数据，持仓量总计1.51亿股，占流通A股2.10%,3.2,3.9,5.5,6.7,7.3
002920,德赛西威,5.1,51,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有13家主力机构披露2026-06-30报告期持股数据，持仓量总计3.53亿股，占流通A股59.12%,4.3,4.7,5.5,3.0,6.9
300661,圣邦股份,5.1,51,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,回落整理中且下跌有加速趋势。,已有161家主力机构披露2026-06-30报告期持股数据，持仓量总计8004.49万股，占流通A股13.31%,4.5,5.4,5,2.5,6.8
600176,中国巨石,5.1,52,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有453家主力机构披露2026-06-30报告期持股数据，持仓量总计24.82亿股，占流通A股62.48%,2.6,3.5,7,6.3,7.8
600489,中金黄金,5.1,52,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,正处于反弹阶段。,已有68家主力机构披露2026-06-30报告期持股数据，持仓量总计1.86亿股，占流通A股3.84%,6.4,2.9,7.1,3.5,4.7
600893,航发动力,5.1,53,中性,强势上涨过程中，可逢低买进，暂不考虑做空。,有加速下跌的趋势。,已有82家主力机构披露2026-06-30报告期持股数据，持仓量总计16.69亿股，占流通A股62.63%,4.0,4.9,6.3,5.2,5.8
601868,中国能建（601868）,5.1,53,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有7家主力机构披露2026-06-30报告期持股数据，持仓量总计4465.26万股，占流通A股0.14%,3.5,5.6,5.5,3.8,7.0
603369,今世缘（603369）,5.1,53,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有28家主力机构披露2026-06-30报告期持股数据，持仓量总计7.77亿股，占流通A股62.30%,5.0,4.9,6.1,0.0,7.0
688082,盛美上海（688082）,5.1,54,中性,盘整震荡中，短期不宜操作。,回落整理中且下跌有加速趋势。,已有118家主力机构披露2026-06-30报告期持股数据，持仓量总计4.00亿股，占流通A股83.68%,3.3,7.2,6.3,1.6,6.3
688981,中芯国际（688981）,5.1,54,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速上涨趋势。,已有820家主力机构披露2026-06-30报告期持股数据，持仓量总计3.56亿股，占流通A股17.79%,6.8,2.9,5.5,1.6,5.9
002353,杰瑞股份,5.0,45,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有347家主力机构披露2026-06-30报告期持股数据，持仓量总计1.91亿股，占流通A股27.67%,4.2,3.0,6.1,6.6,6.1
002916,深南电路,5.0,45,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有279家主力机构披露2026-06-30报告期持股数据，持仓量总计4854.56万股，占流通A股7.30%,4.1,4.6,7.3,0.0,7.1
301236,软通动力,5.0,47,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线买入信号。,已有22家主力机构披露2026-06-30报告期持股数据，持仓量总计1.64亿股，占流通A股20.92%,7.2,1.7,5.5,0.0,6.6
600085,同仁堂,5.0,47,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有5家主力机构披露2026-06-30报告期持股数据，持仓量总计785.71万股，占流通A股0.57%,4.3,3.8,5.5,6.6,5.7
600118,中国卫星,5.0,47,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速上涨趋势。,已有52家主力机构披露2026-06-30报告期持股数据，持仓量总计6.84亿股，占流通A股57.87%,5.4,2.2,6,5.2,6.2
601136,首创证券,5.0,48,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有9家主力机构披露2026-06-30报告期持股数据，持仓量总计23.17亿股，占流通A股84.77%,4.6,5.6,5.7,3.7,5.3
601138,工业富联,5.0,48,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有362家主力机构披露2026-06-30报告期持股数据，持仓量总计174.21亿股，占流通A股87.79%,2.6,5.5,6.3,2.8,7.6
601211,国泰海通,5.0,48,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有272家主力机构披露2026-06-30报告期持股数据，持仓量总计61.63亿股，占流通A股45.67%,4.2,4.8,5.9,3.7,6.3
601238,广汽集团,5.0,48,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有253家主力机构披露2025-12-31报告期持股数据，持仓量总计9.35亿股，占流通A股12.67%,5.6,6.6,2.5,5.2,4.6
601456,国联民生,5.0,48,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,下跌有所减缓，仍应保持谨慎。,已有2家主力机构披露2026-06-30报告期持股数据，持仓量总计58.33万股，占流通A股0.01%,4.8,5.0,5.5,3.7,5.5
688183,生益电子（688183）,5.0,49,中性,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有35家主力机构披露2026-06-30报告期持股数据，持仓量总计6.24亿股，占流通A股74.53%,3.2,5.2,7,0.0,7.7
688506,百利天恒（688506）,5.0,49,中性,短期行情可能回暖，可适量买进股票，作短线反弹行情。,上涨趋势有所减缓，可适量高抛低吸。,已有109家主力机构披露2026-06-30报告期持股数据，持仓量总计3081.68万股，占流通A股7.46%,4.6,6.8,5.5,2.5,4.8
688521,芯原股份（688521）,5.0,49,中性,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有448家主力机构披露2026-06-30报告期持股数据，持仓量总计2.47亿股，占流通A股46.88%,3.5,6.6,5.5,1.6,6.7
000408,藏格矿业,4.9,39,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有87家主力机构披露2026-06-30报告期持股数据，持仓量总计9.06亿股，占流通A股57.75%,3.0,4.8,7.2,3.5,6.4
002938,鹏鼎控股,4.9,40,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,下跌有所减缓，仍应保持谨慎。,已有110家主力机构披露2026-06-30报告期持股数据，持仓量总计18.09亿股，占流通A股78.32%,4.5,5.8,5.6,0.0,6.2
600196,复星医药,4.9,41,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速上涨趋势。,已有44家主力机构披露2026-06-30报告期持股数据，持仓量总计10.60亿股，占流通A股50.03%,5.0,2.2,5.6,6.0,5.9
600219,南山铝业,4.9,41,减持,强势上涨过程中，可逢低买进，暂不考虑做空。,正处于反弹阶段。,已有13家主力机构披露2026-06-30报告期持股数据，持仓量总计60.06亿股，占流通A股52.30%,4.0,3.3,6.7,7.7,5.1
600460,士兰微,4.9,42,减持,强势上涨过程中，可逢低买进，暂不考虑做空。,回落整理中且下跌有加速趋势。,已有65家主力机构披露2026-06-30报告期持股数据，持仓量总计7.02亿股，占流通A股42.20%,5.1,2.1,6.6,5.1,5.9
600570,恒生电子,4.9,42,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有44家主力机构披露2026-06-30报告期持股数据，持仓量总计5.42亿股，占流通A股28.61%,4.4,3.1,6.9,3.5,6.3
600588,用友网络,4.9,42,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,下跌有所减缓，仍应保持谨慎。,已有17家主力机构披露2026-06-30报告期持股数据，持仓量总计17.97亿股，占流通A股52.60%,3.6,4.3,5.8,3.5,6.9
601021,春秋航空,4.9,42,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有62家主力机构披露2026-06-30报告期持股数据，持仓量总计3345.25万股，占流通A股3.42%,3.9,5.4,5.5,2.6,6.4
601360,三六零,4.9,42,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有31家主力机构披露2026-06-30报告期持股数据，持仓量总计35.43亿股，占流通A股50.62%,5.0,3.7,6.8,0.0,6.5
601888,中国中免（601888）,4.9,42,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有45家主力机构披露2026-06-30报告期持股数据，持仓量总计11.71亿股，占流通A股59.95%,2.6,4.4,6,6.5,6.6
603501,豪威集团（603501）,4.9,43,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,上涨趋势有所减缓，可适量高抛低吸。,已有26家主力机构披露2026-06-30报告期持股数据，持仓量总计2.92亿股，占流通A股24.15%,5.2,4.4,5.6,1.6,5.7
000568,泸州老窖,4.8,34,减持,该股处于空头行情中，可能有短期反弹。,正处于反弹阶段。,已有100家主力机构披露2026-06-30报告期持股数据，持仓量总计10.09亿股，占流通A股68.56%,4.6,3.9,5.6,3.5,6.0
000792,盐湖股份,4.8,34,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有113家主力机构披露2026-06-30报告期持股数据，持仓量总计26.60亿股，占流通A股50.28%,4.2,2.8,6.3,3.5,6.9
001979,招商蛇口,4.8,34,减持,该股进入多头行情中，股价短线上涨概率较大。,正处于反弹阶段。,已有62家主力机构披露2026-06-30报告期持股数据，持仓量总计3.20亿股，占流通A股3.81%,5.1,3.7,4.7,3.0,6.3
300413,芒果超媒,4.8,35,减持,短期行情可能回暖，可适量买进股票，作短线反弹行情。,正处于反弹阶段。,已有17家主力机构披露2026-06-30报告期持股数据，持仓量总计5.05亿股，占流通A股49.44%,4.3,3.8,5.5,2.5,6.5
300418,昆仑万维,4.8,35,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,上涨趋势有所减缓，可适量高抛低吸。,已有32家主力机构披露2026-06-30报告期持股数据，持仓量总计2.41亿股，占流通A股20.53%,5.5,3.6,5.9,0.0,6.1
300896,爱美客,4.8,36,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有9家主力机构披露2026-06-30报告期持股数据，持仓量总计5775.65万股，占流通A股26.13%,4.4,4.2,6.1,2.8,5.6
302132,中航成飞,4.8,36,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有14家主力机构披露2026-06-30报告期持股数据，持仓量总计3.36亿股，占流通A股57.34%,3.6,6.8,5.6,2.7,4.9
600183,生益科技,4.8,36,减持,强势上涨过程中，可逢低买进，暂不考虑做空。,回落整理中且下跌有加速趋势。,已有525家主力机构披露2026-06-30报告期持股数据，持仓量总计15.33亿股，占流通A股64.01%,3.8,2.8,6,3.5,7.6
601727,上海电气,4.8,37,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有5家主力机构披露2026-06-30报告期持股数据，持仓量总计3924.94万股，占流通A股0.31%,4.5,2.3,6,3.5,7.0
688126,沪硅产业（688126）,4.8,38,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有53家主力机构披露2026-06-30报告期持股数据，持仓量总计15.08亿股，占流通A股53.06%,3.2,6.1,6,1.6,6.1
000657,中钨高新,4.7,29,减持,前期的强势行情已经结束，投资者及时卖出股票为为宜。,有加速下跌的趋势。,已有172家主力机构披露2026-06-30报告期持股数据，持仓量总计8.45亿股，占流通A股58.19%,2.3,2.9,5.9,6.2,7.6
000725,京东方A,4.7,29,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有325家主力机构披露2026-06-30报告期持股数据，持仓量总计9.91亿股，占流通A股2.73%,3.4,1.4,7,6.8,6.6
001391,国货航,4.7,29,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有216家主力机构披露2025-12-31报告期持股数据，持仓量总计6.79亿股，占流通A股44.66%,4.7,4.1,5.5,3.5,5.0
002001,新和成,4.7,29,减持,短期行情可能回暖，可适量买进股票，作短线反弹行情。,有加速下跌的趋势。,已有119家主力机构披露2026-06-30报告期持股数据，持仓量总计19.11亿股，占流通A股62.93%,2.6,1.8,7.7,6.6,7.1
002074,国轩高科,4.7,29,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有11家主力机构披露2026-06-30报告期持股数据，持仓量总计7.18亿股，占流通A股41.36%,4.5,2.4,6.1,3.5,6.3
002179,中航光电,4.7,29,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有102家主力机构披露2026-06-30报告期持股数据，持仓量总计1.10亿股，占流通A股5.24%,3.8,3.4,5.5,3.5,6.8
002466,天齐锂业,4.7,29,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有85家主力机构披露2026-06-30报告期持股数据，持仓量总计7175.14万股，占流通A股4.86%,3.5,3.4,6.9,3.5,6.4
300014,亿纬锂能,4.7,30,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有186家主力机构披露2026-06-30报告期持股数据，持仓量总计8.78亿股，占流通A股41.53%,4.4,2.4,5.9,3.5,6.5
600160,巨化股份,4.7,31,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有141家主力机构披露2026-06-30报告期持股数据，持仓量总计16.46亿股，占流通A股60.96%,3.4,2.0,6.4,5.8,7.0
600875,东方电气,4.7,32,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有41家主力机构披露2026-06-30报告期持股数据，持仓量总计10.85亿股，占流通A股47.92%,4.4,2.8,5.5,3.5,6.6
601100,恒立液压,4.7,32,减持,该股处于空头行情中，可能有短期反弹。,有加速下跌的趋势。,已有134家主力机构披露2026-06-30报告期持股数据，持仓量总计10.98亿股，占流通A股81.92%,2.3,5.2,6.4,3.5,6.8
002460,赣锋锂业,4.6,25,减持,强势上涨过程中，可逢低买进，暂不考虑做空。,有加速下跌的趋势。,已有92家主力机构披露2026-06-30报告期持股数据，持仓量总计7885.94万股，占流通A股6.51%,3.6,2.9,5.8,3.5,6.8
301308,江波龙,4.6,26,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有237家主力机构披露2026-06-30报告期持股数据，持仓量总计7523.77万股，占流通A股26.69%,3.0,3.4,6.1,2.5,7.3
600221,海航控股,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有15家主力机构披露2026-06-30报告期持股数据，持仓量总计223.39亿股，占流通A股52.14%,2.7,3.7,5.5,6.1,6.3
600406,国电南瑞,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有39家主力机构披露2026-06-30报告期持股数据，持仓量总计1.61亿股，占流通A股2.01%,3.0,5.1,5.6,3.5,5.8
600436,片仔癀,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有19家主力机构披露2026-06-30报告期持股数据，持仓量总计955.04万股，占流通A股1.58%,3.8,3.3,5.7,6.6,5.3
601698,中国卫通,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有40家主力机构披露2026-06-30报告期持股数据，持仓量总计33.98亿股，占流通A股80.44%,5.0,4.8,5.5,1.7,4.5
601878,浙商证券（601878）,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有15家主力机构披露2026-06-30报告期持股数据，持仓量总计25.81亿股，占流通A股56.44%,3.6,3.3,5.6,3.7,6.6
601901,方正证券（601901）,4.6,27,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有1家主力机构披露2026-06-30报告期持股数据，持仓量总计320.00万股，占流通A股0.04%,3.9,2.6,4.5,7.2,6.1
688047,龙芯中科（688047）,4.6,28,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有23家主力机构披露2026-06-30报告期持股数据，持仓量总计334.08万股，占流通A股0.83%,4.3,6.3,5.5,1.6,4.2
688396,华润微（688396）,4.6,28,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有88家主力机构披露2026-06-30报告期持股数据，持仓量总计9.59亿股，占流通A股72.19%,3.2,4.7,7.4,1.6,5.9
300476,胜宏科技,4.5,21,减持,盘整震荡中，短期不宜操作。,下跌有所减缓，仍应保持谨慎。,已有194家主力机构披露2026-06-30报告期持股数据，持仓量总计4038.85万股，占流通A股4.71%,4.8,2.3,5.5,0.0,7.2
600089,特变电工,4.5,22,减持,短期行情可能回暖，可适量买进股票，作短线反弹行情。,有加速下跌的趋势。,已有65家主力机构披露2026-06-30报告期持股数据，持仓量总计13.34亿股，占流通A股26.40%,2.6,1.9,6,7.1,7.1
600584,长电科技,4.5,22,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,回落整理中且下跌有加速趋势。,已有84家主力机构披露2026-06-30报告期持股数据，持仓量总计5.72亿股，占流通A股31.94%,3.3,1.7,7,5.1,6.4
600958,东方证券,4.5,23,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有51家主力机构披露2026-06-30报告期持股数据，持仓量总计4.55亿股，占流通A股6.10%,3.8,5.3,4.1,3.7,5.4
002709,天赐材料,4.4,16,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有126家主力机构披露2026-06-30报告期持股数据，持仓量总计1.85亿股，占流通A股12.25%,3.7,2.1,6.3,0.0,7.5
300274,阳光电源,4.4,17,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有585家主力机构披露2026-06-30报告期持股数据，持仓量总计1.64亿股，占流通A股10.30%,4.0,2.5,5.5,3.5,6.2
601127,赛力斯,4.4,18,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有27家主力机构披露2026-06-30报告期持股数据，持仓量总计8.66亿股，占流通A股55.59%,4.0,2.7,5.5,1.8,6.6
002049,紫光国微,4.3,13,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有37家主力机构披露2026-06-30报告期持股数据，持仓量总计2.70亿股，占流通A股31.82%,3.2,2.1,5.5,6.0,6.0
300316,晶盛机电,4.3,13,减持,强势上涨过程中，可逢低买进，暂不考虑做空。,有加速下跌的趋势。,已有68家主力机构披露2026-06-30报告期持股数据，持仓量总计7.71亿股，占流通A股62.57%,3.7,1.8,6.4,3.5,6.0
300442,润泽科技,4.3,13,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有55家主力机构披露2026-06-30报告期持股数据，持仓量总计1755.14万股，占流通A股1.08%,2.4,4.5,5,2.5,6.8
300803,指南针,4.3,14,减持,该股进入多头行情中，股价短线上涨概率较大。,有加速下跌的趋势。,已有40家主力机构披露2026-06-30报告期持股数据，持仓量总计1730.25万股，占流通A股2.86%,3.5,2.6,5.5,0.0,7.7
601689,拓普集团,4.3,15,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有64家主力机构披露2026-06-30报告期持股数据，持仓量总计3125.25万股，占流通A股1.80%,1.6,4.6,5.5,2.0,7.4
688472,阿特斯（688472）,4.3,15,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有11家主力机构披露2026-06-30报告期持股数据，持仓量总计2464.25万股，占流通A股1.83%,2.3,6.1,5.5,0.0,6.3
000338,潍柴动力,4.2,10,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有178家主力机构披露2026-06-30报告期持股数据，持仓量总计1.79亿股，占流通A股3.57%,1.5,2.5,5.5,6.5,7.1
