code,report_date,security_name,roe,profit_growth,debt_ratio,eps,bvps,net_profit,revenue,update_date
300308,2025-12-31 00:00:00,中际旭创,43.63,137.9305258608201,,9.8,27.0,5171486000.0,23862159700.0,2026-08-21
